ISCSJ1432.4+3332,1.11199999,0.00010000,0.40379906,0.07061161,0.25110054,0.15079354,0.11000061,0.06245294,0.18779945,0.12533208,-0.02160072,0.20311637,-0.10390091,0.10137894,0.40800095,0.26574471,0.76920128,0.25393150,0.01558769
UKIDSS30248,0.53230000,0.00010000,0.10890007,0.18436188,0.08589935,0.22347592,0.82929993,0.07210943,0.59290123,0.12932223,0.33329964,0.06187245,0.55099869,0.09677753,0.70860100,0.16076209,1.30200005,0.18266058,0.03205274
UKIDSS111629,0.64420003,0.00010000,0.45849991,0.09341541,0.43140030,0.07409507,0.39940071,0.04304602,0.33510017,0.04907831,-0.03569984,0.12750314,0.07040024,0.10796018,0.46669960,0.15024148,0.37949944,0.16290687,0.02868889
UKIDSS90614,0.42750001,0.00010000,0.55160141,0.08871330,0.86190033,0.22482492,0.29519844,0.05688629,0.42300034,0.06140782,0.11940002,0.06333988,0.16979980,0.06944674,0.62110138,0.08313248,0.43289948,0.21600856,0.02498912
EIS_J0046-2951__8,0.28049999,0.00010000,0.31410027,0.10406969,0.77490044,0.09184879,0.48769951,0.11038610,0.39640045,0.10026545,0.62279892,0.09448328,0.59639931,0.26100843,0.07070160,0.18618542,0.15760040,0.30960726,0.02870871
